226229231,2916305152
226229231,3237429959
226229231,22732488
226229231,17463140
226229231,3245631819
226229231,1140949538
226229231,37680547
226229231,1925693066
226229231,2573880420
226229231,2835662000
226229231,87532773
226229231,6253282
226229231,63359297
226229231,68639853
226229231,386170457
226229231,91985735
226229231,316869223
226229231,533627349
226229231,318125560
226229231,46655302
226229231,1398603546
226229231,2735246778
226229231,80422885
226229231,2598162997
226229231,316389142
226229231,205633346
226229231,539705648
226229231,26547694
226229231,1631299117
226229231,2857515684
226229231,30315557
226229231,838673862
226229231,6844292
226229231,376825877
226229231,1615618795
226229231,2251588934
226229231,297871169
226229231,589444985
226229231,101864611
226229231,254495183
226229231,115882166
226229231,234859616
226229231,3250115168
226229231,3195758450
226229231,1929245611
226229231,235727360
226229231,31536253
226229231,14409265
226229231,14115045
226229231,277894800
226229231,1531669496
226229231,1188951
226229231,33388650
226229231,14419089
226229231,1582341876
226229231,14065609
226229231,2530135165
226229231,1536791610
226229231,22330739
226229231,22003865
226229231,1290834806
226229231,1679630443
226229231,357063176
226229231,61409445
226229231,3031120186
226229231,2512853204
226229231,3077869279
226229231,32423136
226229231,85741735
226229231,2931194496
226229231,2317380504
226229231,1526052913
226229231,2782486272
226229231,86137429
226229231,34691819
226229231,100475306
226229231,2604068238
226229231,2196922086
226229231,3114423720
226229231,948635953
226229231,3108045010
226229231,2546967049
226229231,14897303
226229231,3101410946
226229231,44657496
226229231,3009992899
226229231,29749227
226229231,185728888
226229231,30488144
226229231,67763061
226229231,1247551502
226229231,111701670
226229231,2178012643
226229231,15333047
226229231,2893971
226229231,3019412774
226229231,1347753500
226229231,405427035
226229231,30973
226229231,2182812798
226229231,569569550
226229231,15127356
226229231,2940079700
226229231,15118418
226229231,19364978
226229231,17611208
226229231,914061
226229231,14936846
226229231,2979430185
226229231,113381300
226229231,100037113
226229231,64719766
226229231,6331462
226229231,68170267
226229231,106373558
226229231,77962561
226229231,951522626
226229231,12387072
226229231,611986351
226229231,605804404
226229231,51140674
226229231,1922861
226229231,974861
226229231,16884623
226229231,767894064
226229231,2609917590
226229231,15519565
226229231,103637045
226229231,2451476942
226229231,113130846
226229231,2289618368
226229231,5943622
226229231,9078772
226229231,2305835828
226229231,2855255702
226229231,160458047
226229231,332908858
226229231,282430847
226229231,815547528
226229231,1606588254
226229231,1544098640
226229231,867394322
226229231,2765974980
226229231,2253142422
226229231,554867743
226229231,87279159
226229231,19103481
226229231,12044602
226229231,53855453
226229231,331158246
226229231,31964589
226229231,341870293
226229231,2471359482
226229231,14492722
226229231,139193277
226229231,734672100
226229231,239505770
226229231,155823836
226229231,19879313
226229231,2217099931
226229231,502281810
226229231,202571491
226229231,564919357
226229231,501146137
226229231,21707785
226229231,26818740
226229231,21912403
226229231,47755879
226229231,30972937
226229231,216939636
226229231,298552136
226229231,68042434
226229231,2649790560
226229231,138779850
226229231,469412414
226229231,21424669
226229231,161783442
226229231,18985027
226229231,18713025
226229231,20172250
226229231,22823252
226229231,123468511
226229231,412116759
226229231,2602959463
226229231,14553715
226229231,2168092658
226229231,32337871
226229231,2557037323
226229231,59103510
226229231,78299985
226229231,1345393938
226229231,178812809
226229231,102154232
226229231,100322679
226229231,101798589
226229231,326706343
226229231,15300300
226229231,480782173
226229231,568175366
226229231,2557331808
226229231,151432737
226229231,16001482
226229231,29398579
226229231,2480079168
226229231,15325768
226229231,1555496156
226229231,1346439824
226229231,2183816041
226229231,130104041
226229231,441636351
226229231,15364101
226229231,5052
226229231,15448910
226229231,2481388164
226229231,20891198
226229231,1176135546
226229231,139876086
226229231,121828797
226229231,1579422614
226229231,47786101
226229231,42228666
226229231,1252382059
226229231,469019879
226229231,39413716
226229231,374526155
226229231,1109129574
226229231,61180382
226229231,531591023
226229231,42540916
226229231,321132824
226229231,23412857
226229231,50586700
226229231,11757522
226229231,171827285
226229231,11854052
226229231,16317096
226229231,212702867
226229231,149763
226229231,5939732
226229231,46885220
226229231,253152603
226229231,42628439
226229231,893431
226229231,57267301
226229231,2375721396
226229231,223110908
226229231,6989452
226229231,15265603
226229231,171009315
226229231,143776014
226229231,3198991
226229231,104799662
226229231,272067644
226229231,747153
226229231,17366184
226229231,571589558
226229231,223807771
226229231,14110752
226229231,3382
226229231,9081272
226229231,2163039523
226229231,1657730988
226229231,1546101560
226229231,124767141
226229231,5824912
226229231,484973443
226229231,8806712
226229231,332012070
226229231,987383070
226229231,30047168
226229231,40049821
226229231,65796823
226229231,1867843520
226229231,14393567
226229231,52321035
226229231,455810310
226229231,16416727
226229231,51717952
226229231,17239667
226229231,114894699
226229231,178248558
226229231,14471155
226229231,8167022
226229231,67557021
226229231,81339834
226229231,50941565
226229231,135227064
226229231,17193794
226229231,298625735
226229231,72497588
226229231,127798115
226229231,915789252
226229231,283053195
226229231,2354388523
226229231,219617448
226229231,50393960
226229231,36783881
226229231,24775410
226229231,2326563562
226229231,27814665
226229231,60642052
226229231,159124891
226229231,6504602
226229231,428248880
226229231,69279952
226229231,108698830
226229231,5215
226229231,928219752
226229231,159203775
226229231,343739513
226229231,252792134
226229231,15407438
226229231,15758034
226229231,18783501
226229231,207773069
226229231,15234886
226229231,416630123
226229231,14278978
226229231,13566872
226229231,1187955571
226229231,20571756
226229231,856741
226229231,2281044080
226229231,51772778
226229231,426430557
226229231,24752484
226229231,1170885648
226229231,15075394
226229231,15105000
226229231,1526228120
226229231,33838201
226229231,168264219
226229231,104153680
226229231,250495841
226229231,20562637
226229231,21576543
226229231,283108742
226229231,551851294
226229231,431558375
226229231,758632728
226229231,2231285282
226229231,1356595452
226229231,115485051
226229231,46608340
226229231,47840951
226229231,919079586
226229231,34382125
226229231,231894697
226229231,1582702788
226229231,14075928
226229231,18254364
226229231,1273310648
226229231,64482503
226229231,1349082427
226229231,518930655
226229231,58565342
226229231,185677963
226229231,221353643
226229231,434671128
226229231,2185946690
226229231,1110733580
226229231,132702118
226229231,210779782
226229231,426562635
226229231,624879916
226229231,1713963577
226229231,23406806
226229231,449588356
226229231,97426170
226229231,142334215
226229231,1001286684
226229231,406172437
226229231,1456742418
226229231,300735398
226229231,417656212
226229231,256669567
226229231,1495255914
226229231,69181624
226229231,1890240859
226229231,31479252
226229231,434270813
226229231,117052405
226229231,189068159
226229231,30352096
226229231,64324543
226229231,14842853
226229231,16942956
226229231,93711247
226229231,15308679
226229231,2147760103
226229231,75989138
226229231,335099279
226229231,21014078
226229231,1871904372
226229231,44771048
226229231,47576547
226229231,39717067
226229231,91867783
226229231,19130146
226229231,6385432
226229231,586
226229231,20263710
226229231,17899109
226229231,17490768
226229231,207809313
226229231,45570140
226229231,22938914
226229231,1666038950
226229231,1636590253
226229231,49578370
226229231,168857946
226229231,38212537
226229231,252965572
226229231,94682674
226229231,159714480
226229231,792690
226229231,352053266
226229231,631289812
226229231,2467791
226229231,104208095
226229231,22513829
226229231,50254941
226229231,265178794
226229231,491994086
226229231,101358177
226229231,79347607
226229231,52551600
226229231,15179424
226229231,55168954
226229231,1565631157
226229231,106513920
226229231,325731622
226229231,434865048
226229231,23754854
226229231,99237022
226229231,1337785291
226229231,52575969
